transaction_id,date,region,city,merchant_id,merchant_category,channel,payment_method,customer_segment,acquisition_source,device_type,amount_kzt,is_refunded,is_canceled,delivery_time_hours,suspicious_flag
28911,2024-12-17,Astana,Astana,2300,food_delivery,online_store,card_kz,retired,referral,android,10800.45,0,0,11.1,0
28912,2024-12-17,Aktobe,Atyrau,2802,grocery,social_media,card_kz,entrepreneur,tiktok,web,14395.67,0,0,,0
28913,2024-12-17,Astana,Kostanay,2515,retail_fashion,marketplace,qr_kaspi,retired,tiktok,android,13906.88,0,0,17.5,0
28914,2024-12-17,Atyrau,Karaganda,3893,ride_hailing,marketplace,qr_kaspi,unknown,organic,web,7353.68,0,0,6.7,0
28915,2024-12-18,Karaganda,Almaty,3704,ecommerce_general,mobile_app,card_kz,student,referral,web,12975.4,0,1,1.8,0
28916,2024-12-18,Karaganda,Shymkent,2902,ecommerce_general,social_media,card_kz,student,tiktok,android,20077.45,0,0,,0
28917,2024-12-18,Aktobe,Taraz,4968,food_delivery,offline_pos,card_kz,salary_worker,organic,web,1690.2,0,0,5.9,0
28918,2024-12-18,Pavlodar,Pavlodar,3523,ecommerce_general,marketplace,qr_kaspi,entrepreneur,offline,android,22694.36,0,0,5.3,0
28919,2024-12-18,Almaty,Oskemen,3589,ride_hailing,marketplace,card_kz,retired,google_ads,android,11669.24,0,1,8.2,0
28920,2024-12-18,Oskemen,Almaty,4193,travel,mobile_app,card_kz,salary_worker,referral,web,28116.35,0,0,14.9,0
28921,2024-12-18,Astana,Almaty,1201,electronics,social_media,cash,retired,instagram,ios,16656.62,0,0,,0
28922,2024-12-18,Karaganda,Oskemen,4334,electronics,online_store,card_kz,entrepreneur,instagram,web,28709.08,0,0,5.7,0
28923,2024-12-18,Atyrau,Aktobe,4738,education_services,online_store,qr_kaspi,student,instagram,android,15510.8,0,0,5.6,0
28924,2024-12-18,Oskemen,Atyrau,1315,ride_hailing,online_store,card_intl,salary_worker,tiktok,unknown,10455.83,0,0,8.3,0
28925,2024-12-18,Atyrau,Karaganda,2099,ride_hailing,online_store,card_kz,retired,instagram,ios,14533.81,0,0,7.3,0
28926,2024-12-18,Karaganda,Kostanay,3476,digital_services,online_store,qr_kaspi,entrepreneur,google_ads,web,13789.46,0,0,24.3,0
28927,2024-12-18,Shymkent,Oskemen,4658,retail_fashion,social_media,cash,salary_worker,tiktok,android,8225.22,0,0,,0
28928,2024-12-18,Atyrau,Pavlodar,2107,ecommerce_general,marketplace,card_kz,salary_worker,google_ads,android,4310.69,0,0,3.8,0
28929,2024-12-18,Aktobe,Taraz,4121,grocery,online_store,card_kz,retired,organic,ios,9926.57,0,0,7.7,0
28930,2024-12-18,Astana,Aktobe,1609,grocery,online_store,card_intl,salary_worker,google_ads,android,11072.79,0,1,5.8,0
28931,2024-12-18,Oskemen,Karaganda,1537,food_delivery,social_media,wallet,retired,instagram,unknown,4788.95,0,1,6.2,0
28932,2024-12-18,Astana,Aktobe,1464,digital_services,online_store,cash,salary_worker,instagram,ios,13468.19,0,0,0.8,0
28933,2024-12-18,Aktobe,Shymkent,3996,food_delivery,online_store,card_kz,salary_worker,google_ads,unknown,4844.52,0,0,12.0,0
28934,2024-12-18,Karaganda,Almaty,4058,education_services,online_store,card_kz,student,instagram,web,23048.47,0,0,10.5,0
28935,2024-12-18,Astana,Oskemen,2227,food_delivery,offline_pos,card_intl,unknown,tiktok,ios,7276.87,0,0,6.9,0
28936,2024-12-18,Atyrau,Taraz,4182,digital_services,mobile_app,wallet,salary_worker,organic,android,10795.88,0,0,4.7,0
28937,2024-12-18,Almaty,Almaty,4147,electronics,mobile_app,card_kz,student,tiktok,unknown,54282.88,0,0,7.2,0
28938,2024-12-18,Oskemen,Atyrau,3541,education_services,online_store,card_intl,salary_worker,tiktok,android,5398.05,0,0,15.6,0
28939,2024-12-18,Aktobe,Shymkent,3695,grocery,online_store,card_kz,salary_worker,google_ads,web,4252.79,0,0,2.4,0
28940,2024-12-18,Aktobe,Atyrau,3958,ecommerce_general,online_store,qr_kaspi,entrepreneur,referral,web,12911.81,0,0,4.0,0
28941,2024-12-18,Shymkent,Oskemen,2508,electronics,social_media,card_kz,retired,google_ads,web,12545.27,0,0,,0
28942,2024-12-18,Karaganda,Almaty,4537,grocery,online_store,qr_kaspi,salary_worker,referral,android,5827.91,0,0,6.4,0
28943,2024-12-18,Shymkent,Atyrau,2226,ecommerce_general,online_store,card_kz,student,marketplace,web,9444.48,0,0,1.7,0
28944,2024-12-18,Atyrau,Taraz,2786,ride_hailing,offline_pos,card_kz,salary_worker,google_ads,ios,7760.18,0,0,,0
28945,2024-12-18,Kostanay,Kostanay,4886,travel,offline_pos,qr_kaspi,student,organic,android,9921.61,0,0,,0
28946,2024-12-18,Karaganda,Atyrau,2459,retail_fashion,offline_pos,qr_kaspi,entrepreneur,referral,android,38613.28,0,0,,0
28947,2024-12-18,Almaty,Karaganda,3910,ecommerce_general,online_store,card_kz,salary_worker,offline,android,14274.0,0,0,11.2,0
28948,2024-12-18,Kostanay,Shymkent,3079,electronics,online_store,qr_kaspi,student,instagram,web,16289.78,0,0,12.4,0
28949,2024-12-18,Karaganda,Pavlodar,2837,grocery,social_media,qr_kaspi,entrepreneur,tiktok,android,1228.87,0,0,,0
28950,2024-12-18,Pavlodar,Astana,4386,education_services,marketplace,card_kz,student,organic,web,25186.93,0,0,1.9,0
28951,2024-12-18,Almaty,Almaty,4555,food_delivery,marketplace,card_kz,salary_worker,google_ads,web,20411.3,0,0,1.6,0
28952,2024-12-18,Oskemen,Taraz,3491,ecommerce_general,online_store,cash,student,offline,android,13893.61,0,0,8.5,0
28953,2024-12-18,Kostanay,Kostanay,4108,grocery,marketplace,card_kz,salary_worker,organic,ios,8607.81,0,0,18.3,0
28954,2024-12-18,Pavlodar,Shymkent,2446,retail_fashion,offline_pos,qr_kaspi,retired,organic,web,6919.35,0,0,,0
28955,2024-12-18,Karaganda,Taraz,1361,food_delivery,online_store,qr_kaspi,entrepreneur,organic,web,9585.34,0,0,5.7,0
28956,2024-12-18,Almaty,Astana,1797,travel,online_store,card_kz,student,instagram,ios,10957.83,0,0,14.3,0
28957,2024-12-18,Kostanay,Karaganda,1774,ride_hailing,online_store,card_kz,student,offline,ios,3035.73,0,0,4.2,0
28958,2024-12-18,Pavlodar,Pavlodar,4654,digital_services,online_store,card_kz,student,organic,unknown,10102.7,0,0,3.4,0
28959,2024-12-18,Almaty,Atyrau,1840,retail_fashion,online_store,wallet,entrepreneur,tiktok,android,7916.28,0,0,6.4,0
28960,2024-12-18,Oskemen,Aktobe,1721,electronics,social_media,card_kz,salary_worker,organic,web,18008.24,0,0,,0
28961,2024-12-18,Kostanay,Astana,1526,electronics,online_store,card_kz,salary_worker,tiktok,ios,25632.16,0,0,2.7,0
28962,2024-12-18,Aktobe,Astana,1148,grocery,social_media,cash,salary_worker,tiktok,android,2671.69,0,0,,0
28963,2024-12-18,Kostanay,Astana,3845,ride_hailing,online_store,card_kz,student,instagram,unknown,4847.17,0,0,14.5,0
28964,2024-12-18,Oskemen,Karaganda,2253,ecommerce_general,marketplace,card_kz,salary_worker,instagram,web,8974.19,0,0,8.7,0
28965,2024-12-18,Oskemen,Karaganda,1335,food_delivery,marketplace,qr_kaspi,salary_worker,referral,android,4832.85,0,0,1.6,0
28966,2024-12-18,Pavlodar,Pavlodar,4217,travel,online_store,wallet,entrepreneur,offline,web,15879.66,0,0,3.9,0
28967,2024-12-18,Shymkent,Karaganda,2729,retail_fashion,online_store,qr_kaspi,student,organic,android,11830.65,0,0,4.9,0
28968,2024-12-18,Pavlodar,Atyrau,2749,ecommerce_general,online_store,wallet,salary_worker,referral,ios,53126.73,0,0,8.9,0
28969,2024-12-18,Taraz,Oskemen,4212,ecommerce_general,offline_pos,card_kz,entrepreneur,offline,android,10355.77,0,0,,0
28970,2024-12-18,Almaty,Taraz,1061,grocery,marketplace,card_kz,salary_worker,tiktok,android,27145.8,0,0,0.6,0
28971,2024-12-18,Astana,Astana,1130,digital_services,online_store,card_kz,student,tiktok,ios,13198.64,0,0,2.6,0
28972,2024-12-18,Aktobe,Atyrau,2119,grocery,marketplace,wallet,entrepreneur,referral,unknown,16513.76,0,0,7.9,0
28973,2024-12-18,Atyrau,Astana,4553,education_services,marketplace,card_kz,entrepreneur,marketplace,ios,8380.5,0,1,10.0,0
28974,2024-12-18,Shymkent,Pavlodar,4680,grocery,offline_pos,wallet,student,offline,ios,19526.21,0,0,,0
28975,2024-12-18,Aktobe,Oskemen,4109,food_delivery,offline_pos,card_kz,salary_worker,google_ads,android,2250.69,0,0,0.3,0
28976,2024-12-18,Shymkent,Astana,2306,food_delivery,online_store,card_kz,salary_worker,tiktok,android,21119.98,0,0,15.8,0
28977,2024-12-18,Almaty,Taraz,2918,electronics,marketplace,qr_kaspi,salary_worker,tiktok,android,13009.18,0,0,12.3,0
28978,2024-12-18,Atyrau,Oskemen,3371,ecommerce_general,offline_pos,cash,student,referral,web,38770.53,0,0,,0
28979,2024-12-18,Shymkent,Aktobe,3975,electronics,online_store,card_kz,entrepreneur,google_ads,android,18612.02,0,0,5.0,0
28980,2024-12-18,Almaty,Atyrau,3080,grocery,marketplace,qr_kaspi,unknown,organic,web,6399.27,0,0,1.7,0
28981,2024-12-18,Almaty,Taraz,2261,food_delivery,online_store,qr_kaspi,student,instagram,android,7793.47,0,0,9.9,0
28982,2024-12-18,Almaty,Astana,1340,travel,offline_pos,cash,entrepreneur,google_ads,android,17030.46,0,0,,0
28983,2024-12-18,Aktobe,Almaty,4452,ride_hailing,online_store,cash,student,tiktok,android,5577.27,0,0,1.6,0
28984,2024-12-18,Shymkent,Pavlodar,2755,retail_fashion,marketplace,card_kz,retired,tiktok,android,12735.11,0,1,13.6,0
28985,2024-12-18,Astana,Almaty,1190,electronics,marketplace,card_kz,salary_worker,offline,android,24789.22,0,0,2.3,0
28986,2024-12-18,Oskemen,Kostanay,3526,ride_hailing,marketplace,card_kz,retired,instagram,ios,4236.2,0,0,15.6,0
28987,2024-12-18,Atyrau,Aktobe,2862,digital_services,online_store,wallet,entrepreneur,referral,ios,17598.21,0,1,6.3,0
28988,2024-12-18,Taraz,Pavlodar,2341,ride_hailing,offline_pos,card_kz,retired,google_ads,web,1918.87,0,0,,0
28989,2024-12-18,Pavlodar,Atyrau,2097,ride_hailing,online_store,qr_kaspi,entrepreneur,instagram,android,31660.47,0,0,10.2,0
28990,2024-12-19,Kostanay,Almaty,1568,ecommerce_general,offline_pos,card_kz,salary_worker,instagram,ios,13923.62,0,0,,0
28991,2024-12-19,Oskemen,Almaty,3504,education_services,social_media,cash,student,tiktok,web,15414.49,0,0,,0
28992,2024-12-19,Pavlodar,Karaganda,4829,food_delivery,offline_pos,card_kz,salary_worker,instagram,web,14714.24,0,0,9.1,0
28993,2024-12-19,Taraz,Taraz,3636,education_services,social_media,qr_kaspi,salary_worker,referral,web,8558.4,0,0,,0
28994,2024-12-19,Kostanay,Aktobe,2917,ecommerce_general,offline_pos,card_kz,salary_worker,organic,ios,8790.29,0,0,,0
28995,2024-12-19,Astana,Taraz,2736,ecommerce_general,online_store,card_kz,student,instagram,web,9834.57,0,0,6.5,0
28996,2024-12-19,Taraz,Karaganda,2847,ecommerce_general,marketplace,card_kz,salary_worker,tiktok,web,8542.1,0,0,4.9,0
28997,2024-12-19,Atyrau,Shymkent,3739,food_delivery,online_store,cash,unknown,instagram,web,8357.91,0,0,0.6,0
28998,2024-12-19,Karaganda,Oskemen,4998,ecommerce_general,mobile_app,qr_kaspi,salary_worker,tiktok,web,7984.1,0,0,6.6,0
28999,2024-12-19,Aktobe,Pavlodar,2403,electronics,offline_pos,card_intl,salary_worker,instagram,web,26926.72,0,0,,0
29000,2024-12-19,Almaty,Astana,2205,food_delivery,social_media,card_kz,salary_worker,tiktok,android,8889.54,0,0,5.0,0
29001,2024-12-19,Pavlodar,Pavlodar,1316,ecommerce_general,online_store,qr_kaspi,entrepreneur,tiktok,android,10075.49,0,1,6.8,0
29002,2024-12-19,Shymkent,Aktobe,4879,ecommerce_general,online_store,card_kz,student,organic,web,6140.48,0,0,12.5,0
29003,2024-12-19,Taraz,Atyrau,4365,electronics,mobile_app,card_kz,salary_worker,tiktok,ios,7199.03,0,0,18.4,0
29004,2024-12-19,Astana,Pavlodar,3479,travel,offline_pos,qr_kaspi,salary_worker,organic,web,18575.69,0,1,,0
29005,2024-12-19,Oskemen,Aktobe,1559,ecommerce_general,offline_pos,card_kz,salary_worker,marketplace,web,13499.98,0,0,,0
29006,2024-12-19,Astana,Oskemen,2173,electronics,online_store,card_kz,retired,marketplace,ios,11411.61,0,0,4.6,0
29007,2024-12-19,Pavlodar,Taraz,1869,retail_fashion,online_store,wallet,retired,referral,ios,10294.55,0,0,19.0,0
29008,2024-12-19,Atyrau,Oskemen,3386,ride_hailing,offline_pos,cash,student,offline,android,8530.96,0,0,,0
29009,2024-12-19,Almaty,Kostanay,1096,food_delivery,marketplace,qr_kaspi,salary_worker,instagram,android,11180.63,0,0,6.0,0
29010,2024-12-19,Pavlodar,Taraz,3090,electronics,marketplace,qr_kaspi,retired,referral,web,12063.47,1,1,4.1,0
29011,2024-12-19,Pavlodar,Karaganda,4928,ecommerce_general,offline_pos,card_kz,salary_worker,google_ads,android,11579.87,0,0,,0
29012,2024-12-19,Aktobe,Kostanay,4427,ride_hailing,online_store,card_kz,salary_worker,instagram,ios,1629.02,0,0,13.5,0
29013,2024-12-19,Karaganda,Astana,2203,ecommerce_general,online_store,card_kz,salary_worker,instagram,android,10031.38,0,0,5.9,0
29014,2024-12-19,Atyrau,Almaty,3035,electronics,online_store,qr_kaspi,entrepreneur,google_ads,ios,33552.61,0,0,3.1,0
29015,2024-12-19,Taraz,Almaty,4040,digital_services,social_media,wallet,entrepreneur,referral,ios,15989.4,0,0,,0
29016,2024-12-19,Karaganda,Atyrau,4237,ecommerce_general,online_store,card_kz,student,tiktok,android,7009.19,0,0,9.2,0
29017,2024-12-19,Shymkent,Aktobe,3870,food_delivery,online_store,card_kz,entrepreneur,organic,android,4178.18,0,0,5.0,0
29018,2024-12-19,Astana,Kostanay,1402,electronics,marketplace,card_kz,salary_worker,organic,web,40134.36,0,0,4.4,0
29019,2024-12-19,Kostanay,Atyrau,1591,healthcare_services,social_media,cash,entrepreneur,marketplace,ios,24269.85,0,0,,0
29020,2024-12-19,Karaganda,Kostanay,1296,food_delivery,social_media,cash,entrepreneur,tiktok,android,5499.33,0,0,8.2,0
29021,2024-12-19,Astana,Taraz,1818,healthcare_services,marketplace,qr_kaspi,entrepreneur,referral,ios,15519.64,0,0,5.7,0
29022,2024-12-19,Oskemen,Atyrau,4039,healthcare_services,mobile_app,card_kz,entrepreneur,google_ads,ios,19987.85,0,0,20.1,0
29023,2024-12-19,Atyrau,Atyrau,1969,digital_services,marketplace,qr_kaspi,salary_worker,organic,android,7052.04,0,0,6.4,0
29024,2024-12-19,Karaganda,Kostanay,4753,ride_hailing,online_store,qr_kaspi,retired,google_ads,android,5306.75,0,0,15.4,0
29025,2024-12-19,Taraz,Pavlodar,1794,retail_fashion,online_store,card_intl,entrepreneur,offline,android,9515.92,0,0,20.3,0
29026,2024-12-19,Oskemen,Kostanay,1284,food_delivery,mobile_app,qr_kaspi,salary_worker,organic,web,3349.17,0,0,1.9,0
29027,2024-12-19,Pavlodar,Astana,3470,food_delivery,marketplace,card_kz,salary_worker,instagram,android,3275.33,0,0,11.2,0
29028,2024-12-19,Atyrau,Aktobe,3141,retail_fashion,online_store,card_intl,salary_worker,instagram,android,30792.83,0,0,3.1,0
29029,2024-12-19,Taraz,Aktobe,3785,grocery,offline_pos,qr_kaspi,salary_worker,instagram,android,16244.39,0,0,,0
29030,2024-12-19,Aktobe,Aktobe,4038,retail_fashion,marketplace,card_kz,salary_worker,instagram,android,10417.26,0,0,8.6,0
29031,2024-12-19,Kostanay,Shymkent,3476,digital_services,marketplace,qr_kaspi,entrepreneur,tiktok,android,12725.48,0,0,19.5,0
29032,2024-12-19,Atyrau,Astana,4983,digital_services,social_media,cash,entrepreneur,instagram,web,12547.04,0,0,,0
29033,2024-12-19,Astana,Taraz,2149,food_delivery,offline_pos,wallet,salary_worker,tiktok,web,11974.62,0,0,5.0,0
29034,2024-12-19,Aktobe,Taraz,2393,ecommerce_general,offline_pos,qr_kaspi,salary_worker,instagram,ios,4318.67,0,0,,0
29035,2024-12-19,Atyrau,Taraz,4560,ecommerce_general,offline_pos,card_kz,retired,google_ads,web,15804.28,0,0,,0
29036,2024-12-19,Pavlodar,Almaty,2644,ecommerce_general,online_store,card_kz,student,tiktok,android,25627.88,0,0,2.6,0
29037,2024-12-19,Taraz,Astana,4330,education_services,online_store,card_kz,student,marketplace,web,18257.44,0,0,4.2,0
29038,2024-12-19,Astana,Oskemen,2446,ecommerce_general,offline_pos,wallet,student,organic,web,9469.85,0,0,,0
29039,2024-12-19,Oskemen,Kostanay,4976,electronics,offline_pos,cash,salary_worker,instagram,android,24745.24,0,0,,0
29040,2024-12-19,Astana,Almaty,1251,retail_fashion,online_store,card_kz,entrepreneur,google_ads,web,12342.37,0,0,8.2,0
29041,2024-12-19,Shymkent,Atyrau,4366,ecommerce_general,marketplace,cash,student,instagram,android,4263.78,0,0,9.5,0
29042,2024-12-19,Taraz,Taraz,4706,ride_hailing,marketplace,card_kz,student,organic,android,15510.16,0,0,7.6,0
29043,2024-12-19,Oskemen,Oskemen,4769,retail_fashion,offline_pos,wallet,entrepreneur,referral,unknown,13281.93,0,0,,0
29044,2024-12-19,Astana,Pavlodar,3194,education_services,online_store,cash,salary_worker,tiktok,web,11390.9,1,0,7.3,0
29045,2024-12-19,Taraz,Karaganda,2341,grocery,mobile_app,card_kz,entrepreneur,instagram,android,19213.66,0,0,8.8,0
29046,2024-12-19,Aktobe,Oskemen,3176,grocery,mobile_app,card_kz,salary_worker,tiktok,android,6993.22,0,0,16.2,0
29047,2024-12-19,Aktobe,Aktobe,3121,ecommerce_general,offline_pos,cash,entrepreneur,referral,ios,28186.87,0,0,,0
29048,2024-12-19,Karaganda,Astana,4899,travel,offline_pos,qr_kaspi,entrepreneur,tiktok,ios,14509.22,0,0,,0
29049,2024-12-19,Aktobe,Atyrau,2490,electronics,offline_pos,qr_kaspi,salary_worker,marketplace,web,27588.09,0,0,,0
29050,2024-12-19,Karaganda,Oskemen,1354,food_delivery,mobile_app,card_kz,student,tiktok,android,13203.9,0,0,2.2,0
29051,2024-12-19,Kostanay,Almaty,1631,ecommerce_general,mobile_app,card_kz,student,tiktok,android,14669.02,0,0,1.5,0
29052,2024-12-19,Taraz,Shymkent,1936,electronics,offline_pos,card_kz,student,instagram,ios,19183.61,0,0,,0
29053,2024-12-19,Aktobe,Oskemen,4618,ecommerce_general,online_store,qr_kaspi,salary_worker,referral,unknown,6309.47,0,0,2.7,0
29054,2024-12-19,Oskemen,Taraz,3813,travel,social_media,qr_kaspi,retired,google_ads,ios,42993.46,0,0,,0
29055,2024-12-19,Astana,Almaty,1495,digital_services,online_store,qr_kaspi,entrepreneur,google_ads,android,16494.87,0,0,4.4,0
29056,2024-12-19,Kostanay,Atyrau,1064,ride_hailing,marketplace,wallet,student,organic,android,15789.98,0,0,12.8,0
29057,2024-12-19,Oskemen,Astana,1527,electronics,offline_pos,card_kz,salary_worker,referral,ios,15609.85,0,0,,0
29058,2024-12-19,Almaty,Atyrau,3089,grocery,online_store,card_kz,student,instagram,android,7561.41,0,1,12.5,0
29059,2024-12-19,Karaganda,Karaganda,3802,electronics,social_media,wallet,salary_worker,organic,web,12137.14,0,0,,0
29060,2024-12-19,Almaty,Taraz,2595,ride_hailing,online_store,qr_kaspi,salary_worker,instagram,ios,13689.3,0,0,6.6,0
29061,2024-12-19,Karaganda,Atyrau,3503,electronics,marketplace,qr_kaspi,student,marketplace,ios,9650.58,0,0,15.7,0
29062,2024-12-19,Almaty,Karaganda,1809,ecommerce_general,online_store,cash,salary_worker,organic,web,9624.17,0,0,19.0,0
29063,2024-12-19,Almaty,Almaty,2533,retail_fashion,social_media,qr_kaspi,salary_worker,instagram,android,24214.47,0,0,,0
29064,2024-12-19,Pavlodar,Kostanay,2790,electronics,offline_pos,wallet,salary_worker,tiktok,web,20636.69,0,0,,0
29065,2024-12-19,Shymkent,Karaganda,2722,electronics,online_store,card_kz,student,instagram,ios,47111.49,0,0,10.8,0
29066,2024-12-19,Almaty,Almaty,1437,electronics,offline_pos,cash,entrepreneur,organic,android,23326.05,0,0,,0
29067,2024-12-19,Astana,Aktobe,2731,digital_services,offline_pos,card_intl,salary_worker,google_ads,android,6521.55,0,0,,0
29068,2024-12-19,Atyrau,Astana,1785,healthcare_services,marketplace,card_kz,salary_worker,google_ads,android,11080.14,0,0,20.4,0
29069,2024-12-19,Atyrau,Almaty,4428,electronics,online_store,card_kz,salary_worker,google_ads,web,9275.75,0,0,31.6,0
29070,2024-12-19,Almaty,Shymkent,3785,ride_hailing,social_media,card_kz,entrepreneur,tiktok,ios,15689.47,0,0,,0
29071,2024-12-20,Astana,Astana,3130,grocery,online_store,card_intl,student,referral,web,27160.05,0,0,4.5,0
29072,2024-12-20,Atyrau,Astana,2181,ecommerce_general,online_store,cash,salary_worker,offline,web,18292.05,0,0,8.6,0
29073,2024-12-20,Atyrau,Taraz,4837,ecommerce_general,social_media,card_kz,student,referral,web,5219.11,0,0,,0
29074,2024-12-20,Karaganda,Oskemen,2590,electronics,marketplace,cash,student,organic,android,11775.07,0,0,8.6,0
29075,2024-12-20,Atyrau,Aktobe,4903,ride_hailing,online_store,card_kz,salary_worker,google_ads,android,5660.0,0,0,3.7,0
29076,2024-12-20,Kostanay,Atyrau,3688,grocery,online_store,card_kz,salary_worker,instagram,ios,13850.9,0,0,13.6,0
29077,2024-12-20,Almaty,Kostanay,2899,ecommerce_general,online_store,qr_kaspi,entrepreneur,tiktok,ios,10537.01,0,0,1.8,0
29078,2024-12-20,Kostanay,Taraz,3786,digital_services,marketplace,qr_kaspi,student,offline,web,9210.53,0,0,2.0,0
29079,2024-12-20,Shymkent,Kostanay,1796,ecommerce_general,marketplace,card_kz,salary_worker,tiktok,web,7461.12,0,0,15.4,0
29080,2024-12-20,Astana,Kostanay,3507,ecommerce_general,marketplace,wallet,student,tiktok,unknown,6004.32,0,0,2.9,0
29081,2024-12-20,Kostanay,Astana,4987,digital_services,online_store,qr_kaspi,salary_worker,organic,web,9121.45,0,0,8.0,0
29082,2024-12-20,Taraz,Atyrau,1502,ride_hailing,online_store,cash,salary_worker,instagram,web,7404.69,0,0,9.4,0
29083,2024-12-20,Atyrau,Atyrau,3088,education_services,marketplace,qr_kaspi,salary_worker,tiktok,android,38254.66,0,0,10.2,0
29084,2024-12-20,Astana,Taraz,2626,electronics,online_store,qr_kaspi,salary_worker,instagram,web,12260.08,0,0,20.1,0
29085,2024-12-20,Astana,Atyrau,2961,education_services,marketplace,card_kz,salary_worker,tiktok,android,19055.02,0,0,8.6,0
29086,2024-12-20,Taraz,Almaty,2705,ride_hailing,social_media,card_kz,student,google_ads,web,7160.9,0,0,,0
29087,2024-12-20,Shymkent,Kostanay,2035,ecommerce_general,online_store,card_kz,entrepreneur,offline,web,29802.22,0,0,2.4,0
29088,2024-12-20,Astana,Shymkent,4810,electronics,online_store,wallet,retired,instagram,android,52751.26,0,0,11.1,0
29089,2024-12-20,Karaganda,Pavlodar,2461,electronics,online_store,qr_kaspi,student,instagram,ios,26180.33,0,0,3.4,0
29090,2024-12-20,Atyrau,Atyrau,1352,digital_services,social_media,card_intl,salary_worker,tiktok,web,27863.16,0,0,,0
29091,2024-12-20,Pavlodar,Karaganda,3698,electronics,online_store,card_kz,student,instagram,unknown,14289.85,0,0,1.4,0
29092,2024-12-20,Pavlodar,Karaganda,2864,ecommerce_general,offline_pos,cash,student,tiktok,ios,8475.13,0,0,,0
29093,2024-12-20,Astana,Aktobe,2747,food_delivery,offline_pos,cash,salary_worker,offline,android,6958.82,0,0,5.3,0
29094,2024-12-20,Atyrau,Shymkent,4283,grocery,online_store,card_kz,student,referral,android,18437.72,0,0,2.0,0
29095,2024-12-20,Pavlodar,Shymkent,4196,ride_hailing,marketplace,card_kz,retired,google_ads,web,20564.42,0,0,16.0,0
29096,2024-12-20,Kostanay,Kostanay,4267,healthcare_services,online_store,qr_kaspi,salary_worker,tiktok,ios,10053.59,0,0,11.5,0
29097,2024-12-20,Atyrau,Kostanay,2949,electronics,offline_pos,qr_kaspi,student,organic,web,25555.5,0,0,,0
29098,2024-12-20,Oskemen,Taraz,3505,education_services,online_store,card_kz,salary_worker,marketplace,web,2850.75,0,0,11.0,0
29099,2024-12-20,Karaganda,Karaganda,4012,healthcare_services,marketplace,qr_kaspi,salary_worker,tiktok,ios,8803.12,0,0,9.9,0
29100,2024-12-20,Karaganda,Karaganda,1020,ecommerce_general,mobile_app,card_kz,retired,marketplace,web,10596.62,0,0,5.5,0
29101,2024-12-20,Karaganda,Oskemen,4899,grocery,online_store,card_intl,salary_worker,instagram,android,20779.11,0,0,6.2,0
29102,2024-12-20,Shymkent,Karaganda,1636,ride_hailing,social_media,card_kz,entrepreneur,organic,android,10716.44,0,0,,0
29103,2024-12-20,Aktobe,Atyrau,4122,ride_hailing,social_media,qr_kaspi,salary_worker,organic,unknown,19741.61,0,0,,0
29104,2024-12-20,Taraz,Oskemen,3423,electronics,offline_pos,card_kz,retired,instagram,web,17865.12,0,0,,0
29105,2024-12-20,Karaganda,Kostanay,4641,healthcare_services,offline_pos,card_kz,student,instagram,ios,21426.06,0,0,,0
29106,2024-12-20,Kostanay,Atyrau,1045,grocery,mobile_app,card_kz,salary_worker,instagram,android,8688.21,0,0,5.3,0
29107,2024-12-20,Atyrau,Astana,4233,healthcare_services,online_store,card_kz,salary_worker,google_ads,android,16072.27,0,0,2.4,0
29108,2024-12-20,Kostanay,Shymkent,4340,electronics,online_store,card_kz,student,referral,android,16068.76,0,0,1.4,0
29109,2024-12-20,Taraz,Taraz,4476,food_delivery,marketplace,qr_kaspi,retired,tiktok,ios,21989.58,1,0,6.1,0
29110,2024-12-20,Oskemen,Kostanay,2482,grocery,online_store,qr_kaspi,entrepreneur,referral,android,10197.06,0,0,5.6,0
29111,2024-12-20,Pavlodar,Oskemen,2845,healthcare_services,offline_pos,card_kz,entrepreneur,tiktok,ios,17819.61,0,0,,0
29112,2024-12-20,Karaganda,Atyrau,1937,travel,social_media,cash,entrepreneur,offline,web,36758.58,0,0,,0
29113,2024-12-20,Astana,Karaganda,1892,ride_hailing,online_store,cash,salary_worker,marketplace,web,8367.58,0,0,19.4,0
29114,2024-12-20,Kostanay,Aktobe,2339,food_delivery,offline_pos,qr_kaspi,salary_worker,organic,web,19012.82,0,0,5.6,0
29115,2024-12-20,Shymkent,Atyrau,1839,food_delivery,social_media,card_kz,student,tiktok,ios,11573.18,0,0,6.7,0
29116,2024-12-20,Shymkent,Atyrau,4955,digital_services,mobile_app,card_kz,entrepreneur,instagram,web,8134.92,0,0,11.6,0
29117,2024-12-20,Taraz,Almaty,4276,retail_fashion,social_media,wallet,salary_worker,tiktok,android,6075.47,0,0,,0
29118,2024-12-20,Astana,Astana,1112,grocery,online_store,qr_kaspi,student,organic,web,9107.46,0,0,13.0,0
29119,2024-12-20,Aktobe,Kostanay,1588,ride_hailing,online_store,qr_kaspi,entrepreneur,google_ads,web,1726.87,0,0,1.7,0
29120,2024-12-20,Pavlodar,Taraz,3023,ecommerce_general,offline_pos,card_kz,entrepreneur,instagram,android,6537.0,0,0,,0
29121,2024-12-20,Taraz,Atyrau,2327,digital_services,online_store,cash,salary_worker,organic,ios,6359.71,0,0,17.5,0
